Name,xMins,GW1,GW2,GW3,GW4,GW5,Total,xMins/£M,Elite%
Tarkowski,92,92,89,85,82,86,434,15.8,5.0%
Milenković,90,90,90,86,87,86,439,16.0,9.1%
Caicedo,91,91,85,87,83,82,428,15.6,7.1%
Richards,86,86,86,79,84,79,414,18.4,1.0%
Gabriel,71,71,80,83,79,80,393,13.1,22.0%
Saliba,90,90,88,86,85,82,431,14.4,14.0%
Guéhi,91,91,89,87,87,87,441,19.6,13.2%
Collins,92,92,89,88,85,80,434,17.4,1.7%
Tonali,91,91,84,82,80,79,416,15.1,2.3%
Schär,87,87,84,85,81,78,415,15.1,2.3%
Areola,94,94,93,91,91,91,460,20.4,5.5%
Wilson,70,70,67,64,58,58,317,11.5,1.4%
Sels,94,94,93,91,91,88,457,18.3,17.9%
Flemming,74,74,75,71,68,68,356,12.9,0.2%
Andersen,89,89,89,87,85,86,436,19.4,1.4%
Pickford,94,94,93,92,92,90,461,16.8,12.2%
Verbruggen,93,93,93,92,92,93,463,20.6,6.8%
Van den Berg,92,92,85,86,85,82,430,19.1,0.4%
Vicario,93,93,91,92,91,90,457,18.3,3.4%
Gyökeres,48,48,45,52,48,52,245,5.4,23.3%
Gomes,88,88,85,84,81,79,417,15.2,0.1%
Kelleher,94,94,92,90,90,89,455,20.2,31.4%
Wissa,57,57,58,57,55,55,282,7.5,7.0%
Munetsi,84,84,78,75,76,72,385,14.0,0.1%
Gordon,64,64,64,64,62,62,316,8.4,3.1%
Wan-Bissaka,90,90,90,82,83,84,429,19.1,31.3%
McNeil,78,78,80,73,72,68,371,12.4,0.8%
Leno,92,92,92,90,91,89,454,18.2,1.7%
Gana,89,89,85,83,80,81,418,15.2,0.1%
Minteh,64,64,64,62,66,56,312,10.4,1.3%
Petrović,93,93,89,90,90,88,450,20.0,4.2%
Konsa,90,90,89,88,84,84,435,19.3,23.5%
Kilman,90,90,88,84,84,81,427,19.0,0.4%
Estève,91,91,89,85,86,87,438,21.9,12.8%
Henderson,89,89,90,88,86,83,436,17.4,3.5%
José Sá,93,93,93,92,93,91,462,20.5,2.4%
Hall,87,87,83,76,79,78,403,14.7,2.7%
Reijnders,66,66,66,65,66,66,329,12.0,4.6%
Perri,93,93,94,89,90,90,456,20.3,0.3%
J.Arias,55,55,58,63,63,63,302,11.0,1.2%
Todibo,88,88,84,82,82,85,421,18.7,0.1%
Senesi,86,86,85,80,81,79,411,18.3,0.7%
Gvardiol,69,69,72,67,67,65,340,11.3,17.4%
Tel,54,54,54,53,55,53,269,8.3,0.2%
Baleba,87,87,83,83,83,76,412,16.5,4.8%
Füllkrug,69,69,64,59,62,58,312,10.4,2.1%
Dorgu,80,80,76,76,77,76,385,17.1,5.5%
Romero,90,90,85,83,81,82,421,16.8,1.8%
Anthony,70,70,72,69,69,69,349,12.7,0.1%
Hudson-Odoi,74,74,73,69,67,66,349,11.6,1.8%
Zabarnyi,91,91,86,85,87,84,433,17.3,0.5%
Ekitiké,47,47,46,42,46,47,228,5.4,5.4%
Cash,79,79,75,73,71,74,372,16.5,1.7%
Van Hecke,92,92,87,85,83,81,428,19.0,1.2%
Pope,87,87,86,86,83,80,422,16.9,3.8%
Dúbravka,90,90,90,89,87,88,444,22.2,18.7%
Szoboszlai,67,67,49,50,47,48,261,8.0,1.8%
Adingra,76,76,78,73,73,70,370,13.5,2.7%
Alcaraz,67,67,69,71,69,69,345,12.5,0.3%
Mitchell,76,76,77,76,73,76,378,15.1,1.0%
Thiago,51,51,50,50,51,54,256,8.5,1.1%
Lewis-Skelly,82,82,77,72,73,69,373,13.6,5.4%
Branthwaite,91,91,85,84,81,83,424,15.4,1.9%
Tavernier,65,65,56,56,59,57,293,10.7,0.4%
João Pedro,66,66,52,48,45,49,260,6.9,51.9%
James,69,69,64,63,63,60,319,11.6,0.8%
Piroe,69,69,62,64,61,59,315,11.5,3.3%
Souček,73,73,71,69,69,67,349,11.6,0.9%
Truffert,90,90,85,82,83,84,424,18.8,1.3%
Onana,92,46,87,91,90,93,407,16.3,0.1%
Aït-Nouri,58,58,61,64,58,59,300,10.0,23.3%
Rúben,79,79,77,73,71,71,371,13.5,2.5%
Roefs,86,86,89,88,86,86,435,19.3,0.1%
Agbadou,91,91,85,85,82,81,424,18.8,0.3%
Aina,90,90,84,83,84,82,423,16.9,17.6%
Foden,47,47,45,49,43,47,231,5.8,3.2%
Edwards,69,69,61,61,60,60,311,12.4,0.2%
Lukić,84,84,82,79,78,75,398,15.9,0.1%
Xhaka,89,89,87,81,84,79,420,16.8,2.3%
E.Le Fée,74,74,70,65,69,66,344,13.8,1.1%
Cullen,86,86,84,84,85,81,420,16.8,0.1%
Ndoye,62,62,59,61,60,63,305,10.2,0.3%
Mykolenko,88,88,88,78,85,80,419,16.8,4.5%
Kerkez,66,66,66,62,60,61,315,10.5,10.3%
Muniz,64,64,54,55,53,48,274,10.0,2.5%
De Ligt,81,81,83,77,76,71,388,15.5,1.0%
McGinn,57,57,59,58,58,56,288,10.5,0.6%
Martinez,0,0,91,92,91,93,367,14.7,0.5%
Kamara,82,82,80,75,76,70,383,15.3,0.2%
Wharton,70,70,67,64,63,64,328,13.1,0.5%
Burn,78,78,73,72,77,73,373,14.9,3.2%
Rodon,91,91,89,83,83,83,429,21.4,1.8%
Bassey,91,91,89,87,83,81,431,19.2,0.4%
N.Jackson,0,0,65,63,64,60,252,7.8,0.1%
André,88,88,84,80,81,78,411,14.9,0.1%
Toti,91,91,85,83,85,81,425,18.9,0.2%
James,61,61,57,54,56,54,282,10.3,4.6%
Lewis-Potter,69,69,64,59,58,58,308,12.3,0.5%
Pau,75,75,74,72,70,72,363,16.1,0.5%
Zubimendi,66,66,67,70,73,75,351,12.8,1.6%
Bogle,90,90,86,83,81,77,417,18.5,0.7%
J.Ramsey,55,55,55,52,55,49,266,9.7,0.6%
Henderson,74,74,75,64,62,59,334,13.4,0.4%
De Cuyper,67,67,63,69,63,57,319,14.2,7.6%
Gudmundsson,82,82,77,78,77,74,388,19.4,2.1%
Stach,70,70,69,70,66,67,342,13.7,0.1%
Raúl,35,35,47,45,49,51,227,7.0,2.4%
